enabled,minimum_edge,confirmation_seconds,maximum_pre_event_trade_age_seconds,maximum_event_to_entry_seconds,invalidate_on_next_pitch,minimum_fair_move,momentum_exit_enabled,momentum_window_seconds,minimum_favorable_velocity,momentum_trailing_giveback,momentum_max_hold_seconds,minimum_momentum_trades,minimum_seconds_between_entries,allowed_event_types,maximum_hold_seconds,exit_target_mode,latch_reversion_exit,minimum_reversion_move,side_filter,position_sizing,minimum_edges_by_segment,confirmation_seconds_by_segment,minimum_reversion_moves_by_segment,trades,pnl,capital,fees,games,trades_per_game,roi,pnl_without_best_game,profitable_folds,worst_fold_roi,minimum_fold_trades_per_game
True,0.045,1.0,10.0,20.0,True,0.0,False,2.0,0.01,0.01,2.0,3,60.0,"('single', 'double', 'triple')",300.0,dynamic,False,0.0,both,fixed_payout,{},{},{},325,10.240000000000009,1784.5399999999995,86.16,918,0.3540305010893246,0.005738173422842868,5.87000000000001,2,-0.035098989663026374,0.3183279742765273
True,0.045,1.0,10.0,20.0,True,0.0,False,2.0,0.01,0.01,2.0,3,60.0,"('single', 'double', 'triple')",300.0,dynamic,True,0.0,both,fixed_payout,{},{},{},325,-31.08999999999998,1784.5399999999995,87.89,918,0.3540305010893246,-0.01742185661290864,-34.41999999999998,0,-0.05376783663298879,0.3183279742765273
True,0.045,1.0,10.0,20.0,True,0.0,False,2.0,0.01,0.01,2.0,3,60.0,"('single', 'double', 'triple')",300.0,frozen,False,0.0,both,fixed_payout,{},{},{},325,-5.8599999999999675,1784.5399999999995,85.66,918,0.3540305010893246,-0.0032837594001815422,-9.499999999999968,2,-0.05941326480951549,0.3183279742765273
True,0.045,1.0,10.0,20.0,True,0.0,False,2.0,0.01,0.01,2.0,3,60.0,"('single', 'double', 'triple')",300.0,frozen,True,0.0,both,fixed_payout,{},{},{},325,-41.77999999999997,1784.5399999999995,87.07999999999998,918,0.3540305010893246,-0.023412195859997525,-48.57999999999998,0,-0.06782300609316907,0.3183279742765273
True,0.05,0.0,10.0,20.0,True,0.0,False,2.0,0.01,0.01,2.0,3,60.0,"('single', 'double', 'triple')",0.0,dynamic,False,0.0,both,fixed_payout,{},{},{},326,91.91000000000003,1751.0099999999993,79.79,918,0.355119825708061,0.05248970594114258,79.22000000000003,3,0.005467960001498084,0.31511254019292606
True,0.05,0.0,10.0,20.0,True,0.0,False,2.0,0.01,0.01,2.0,3,60.0,"('single', 'double', 'triple')",0.0,dynamic,True,0.0,both,fixed_payout,{},{},{},326,19.240000000000002,1751.0099999999993,83.65999999999997,918,0.355119825708061,0.010987944100833239,9.82,2,-0.025073967267143584,0.31511254019292606
True,0.05,0.0,10.0,20.0,True,0.0,False,2.0,0.01,0.01,2.0,3,60.0,"('single', 'double', 'triple')",0.0,frozen,False,0.0,both,fixed_payout,{},{},{},326,41.090000000000025,1751.0099999999993,78.10999999999999,918,0.355119825708061,0.0234664565022473,30.810000000000024,1,-0.004026066439459164,0.31511254019292606
True,0.05,0.0,10.0,20.0,True,0.0,False,2.0,0.01,0.01,2.0,3,60.0,"('single', 'double', 'triple')",0.0,frozen,True,0.0,both,fixed_payout,{},{},{},326,3.9600000000000275,1751.0099999999993,82.24,918,0.355119825708061,0.002261551904329518,-5.819999999999975,2,-0.03909965918879445,0.31511254019292606
True,0.05,0.0,10.0,20.0,True,0.0,False,2.0,0.01,0.01,2.0,3,60.0,"('single', 'double', 'triple')",120.0,dynamic,False,0.0,both,fixed_payout,{},{},{},326,40.90000000000004,1751.0099999999993,90.80000000000001,918,0.355119825708061,0.02335794769875675,37.26000000000004,2,-0.0035766450694730487,0.31511254019292606
True,0.05,0.0,10.0,20.0,True,0.0,False,2.0,0.01,0.01,2.0,3,60.0,"('single', 'double', 'triple')",120.0,dynamic,True,0.0,both,fixed_payout,{},{},{},326,35.10000000000003,1751.0099999999993,91.3,918,0.355119825708061,0.020045573697466058,31.62000000000003,3,0.005093442193176291,0.31511254019292606
