dataset_version,atomic_play_input,game_pk,game_date,home_win,trigger_at_bat,trigger_pitch,trigger_time,signal_time,next_update_time,market_home_price,market_logit,local_fair_after,local_fair_before,fair_logit_move,market_logit_move,anchored_state_target,market_target_residual,anchor_age_seconds,observation_delay_seconds,inning_after,inning_topbot_after,outs_when_up_after,score_diff_after,balls_after,strikes_after,runner_on_first_after,runner_on_second_after,runner_on_third_after,delta_inning,delta_outs,delta_score_diff,delta_balls,delta_strikes,delta_runner_on_first,delta_runner_on_second,delta_runner_on_third,pre_trade_count_2s,pre_volume_2s,pre_flow_imbalance_2s,pre_price_volatility_2s,future_market_price,future_market_seconds,future_logit_move,fair_probability,model_side,side,execution_contract,fill_time,fill_price,contracts,entry_fee,predicted_expected_pnl,pnl,exit_reason,exit_time,exit_price,exit_fee,evaluation_fold
1,True,823561,2026-04-15,1,69,6,2026-04-16 01:27:07.870000+00:00,2026-04-16 01:27:08.951301+00:00,2026-04-16 01:27:39.901000+00:00,0.32,-0.7537718023763801,0.003923890676602134,0.0029411163935351477,0.2892806055148123,0.0,0.3859209294251268,-0.06592092942512678,0.004555,1.081301,9.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-3.0,-2.0,1.0,0.0,0.0,2.0,146.0,1.0,0.0050000000000000044,0.32,4.800004,0.0,0.34664877714518094,yes,yes,home_yes,2026-04-16 01:27:13.684576+00:00,0.32,7.45,0.11350000000000016,0.08503338973159782,4.952500000000001,,,,,april
1,True,823563,2026-04-13,1,37,5,2026-04-14 00:42:48.019000+00:00,2026-04-14 00:42:49.241079+00:00,2026-04-14 00:45:23.906000+00:00,0.59,0.3639653772014115,0.47319279013324395,0.36803609468318377,0.43331950359044774,-0.04149973090675274,0.6982091794511149,-0.10820917945111497,0.182438,1.222079,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-3.0,-1.0,-1.0,-1.0,-1.0,3.0,345.0,-1.0,0.004714045207910321,0.59,4.845687,0.0,0.6148399164637148,yes,yes,home_yes,2026-04-14 00:42:54.086766+00:00,0.59,4.11,0.06959999999999988,0.0324920566658682,1.6155000000000004,,,,,april
1,True,823563,2026-04-13,1,59,4,2026-04-14 01:30:52.886000+00:00,2026-04-14 01:30:54.154277+00:00,2026-04-14 01:31:17.463000+00:00,0.79,1.3249254147435987,0.675880243150645,0.37608263464346625,1.241111877897031,0.05925904141232263,0.9246156365732344,-0.1346156365732344,0.989569,1.268277,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-2.0,0.0,0.0,0.0,8.0,197.0,0.2182741116751269,0.009921567416492224,0.78,4.790582,-0.05925904141232263,0.8238673999764334,yes,yes,home_yes,2026-04-14 01:30:58.944859+00:00,0.78,3.15,0.037900000000000045,0.10028230992576517,0.6551,,,,,april
1,True,823564,2026-04-08,0,69,9,2026-04-09 01:38:13.371000+00:00,2026-04-09 01:38:14.724256+00:00,2026-04-09 01:40:55.586000+00:00,0.58,0.32277339226305085,0.008708090765874754,0.27286064946073463,-3.7545995699327372,0.0,0.03131548802289156,0.5486845119771084,0.249197,1.353256,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,-3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,4.944442,0.0,0.5478237389238363,no,away_yes,away_yes,2026-04-09 01:38:19.514469+00:00,0.43,5.59,0.09600000000000009,0.027965299415755082,3.0903,,,,,april
1,True,823565,2026-04-09,0,44,2,2026-04-09 19:04:58.184000+00:00,2026-04-09 19:05:01.250055+00:00,2026-04-09 19:06:27.212000+00:00,0.33,-0.7081850579244856,0.13296755427366458,0.22406388311591552,-0.6328322639182722,-0.1328209130209238,0.23002033119703577,0.09997966880296424,0.060584,3.066055,7.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.35,4.662726,0.0891458495182621,0.28992946132416386,no,away_yes,away_yes,2026-04-09 19:05:05.972973+00:00,0.67,3.64,0.056400000000000006,0.08945676078004339,1.1448,,,,,april
1,True,823566,2026-04-05,0,66,5,2026-04-05 23:50:51.135000+00:00,2026-04-05 23:50:53.409112+00:00,2026-04-05 23:53:44.740000+00:00,0.32,-0.7537718023763801,0.07125521902647147,0.5323862360859708,-2.6972924798565234,-0.4309984101133289,0.046527552159786954,0.2734724478402131,0.499515,2.274112,8.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-2.0,-1.0,-2.0,-1.0,0.0,0.0,3.0,12.0,1.0,0.008164965809277268,0.32,4.903474,0.0,0.2860148613778541,no,away_yes,away_yes,2026-04-05 23:50:58.165581+00:00,0.67,1.0,0.015499999999999958,0.028485138622145856,0.3145,,,,,april
1,True,823638,2026-04-24,0,49,6,2026-04-25 00:46:48.993000+00:00,2026-04-25 00:46:51.996767+00:00,2026-04-25 00:47:22.297000+00:00,0.4,-0.4054651081081643,0.1862340780562279,0.32150892203659553,-0.7278223578420933,-0.365459773494465,0.31694920723621195,0.08305079276378807,1.607166,3.003767,6.0,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-3.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,4.849073,-0.16989903679539753,0.3634196192994419,no,away_yes,away_yes,2026-04-25 00:46:56.933435+00:00,0.61,3.98,0.06630000000000003,0.039489915188221314,1.4859,,,,,april
1,True,823641,2026-04-22,1,45,1,2026-04-23 00:44:36.444000+00:00,2026-04-23 00:44:38.864733+00:00,2026-04-23 00:47:15.601000+00:00,0.63,0.5322168137473082,0.39139678711642323,0.30235759951240504,0.3946515596863638,-0.08682239465891539,0.7337418170265589,-0.10374181702655894,0.651488,2.420733,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.62,4.794293,-0.04266858842860244,0.6557892071802822,yes,yes,home_yes,2026-04-23 00:44:43.659026+00:00,0.62,3.92,0.06469999999999976,0.07559369214670655,-0.049599999999999866,profitable_reversal,2026-04-23 01:32:32.184662+00:00,0.64,0.06329999999999991,april
1,True,823641,2026-04-22,1,64,1,2026-04-23 01:32:25.010000+00:00,2026-04-23 01:32:27.453974+00:00,2026-04-23 01:33:43.351000+00:00,0.64,0.5753641449035619,0.2103250910850384,0.28280290123280555,-0.3923664629857154,0.0,0.5456221746246566,0.09437782537534345,0.064038,2.443974,8.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,7.5,1.0,0.0,0.64,4.730688,0.0,0.5949469273021559,no,away_yes,away_yes,2026-04-23 01:32:32.320509+00:00,0.37,6.47,0.10559999999999992,0.12119338035505126,-2.4995,,,,,april
1,True,823799,2026-04-25,0,76,2,2026-04-26 01:48:07.822000+00:00,2026-04-26 01:48:09.599457+00:00,2026-04-26 01:48:41.015000+00:00,0.31,-0.8001193001121131,0.0011836556504057905,0.004911549113477576,-1.4267210291049945,0.0,0.09736597826501595,0.21263402173498405,2.302491,1.777457,10.0,0.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,8.0,149.18,-0.825713902667918,0.02315032397181517,0.31,4.952382,0.0,0.2694063041000165,no,away_yes,away_yes,2026-04-26 01:48:14.325052+00:00,0.7,3.49,0.05140000000000011,0.05537199869094234,0.9956,,,,,april
1,True,823801,2026-04-16,1,28,4,2026-04-16 18:31:13.497000+00:00,2026-04-16 18:31:14.618521+00:00,2026-04-16 18:32:45.640000+00:00,0.56,0.24116205681688824,0.52136808622923,0.43064337111993384,0.364751136714373,-0.08161133544616261,0.6654160198401737,-0.10541601984017368,1.097524,1.121521,4.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-2.0,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.56,4.960619,0.0,0.5943427435264519,yes,yes,home_yes,2026-04-16 18:31:19.579140+00:00,0.56,4.33,0.07469999999999954,0.07400407946953691,1.8305000000000002,,,,,april
1,True,823802,2026-04-14,0,69,2,2026-04-15 02:14:39.949000+00:00,2026-04-15 02:14:41.687745+00:00,2026-04-15 02:16:00.924000+00:00,0.64,0.5753641449035619,0.4929362348192595,0.7098151178505813,-0.9227432349614612,0.21139876770215044,0.363830286980927,0.276169713019073,0.070244,1.738745,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.67,4.968707,0.13282091302092414,0.5998230067096803,no,away_yes,away_yes,2026-04-15 02:14:46.631673+00:00,0.37,6.47,0.10559999999999992,0.08964514658836889,3.9705000000000004,,,,,april
