reversion_fraction,state_exit,minimum_logit_residual,maximum_selected_entry_latency,maximum_inning,side_filter,trades,pnl,capital,roi,reversion_exits,thesis_invalidations,timeout_exits,fold_1_trades,fold_1_pnl,fold_1_roi,fold_2_trades,fold_2_pnl,fold_2_roi,fold_3_trades,fold_3_pnl,fold_3_roi,minimum_fold_trades,profitable_folds,worst_fold_roi
0.5,none,0.16,5.0,8,no,5,-0.30559139254791434,50.0,-0.006111827850958287,1,0,4,2,-3.1185031185031176,-0.15592515592515588,1,-0.21739130434782628,-0.02173913043478263,2,3.0303030303030294,0.15151515151515146,1,1,-0.15592515592515588
0.5,none,0.16,5.0,9,no,5,-0.30559139254791434,50.0,-0.006111827850958287,1,0,4,2,-3.1185031185031176,-0.15592515592515588,1,-0.21739130434782628,-0.02173913043478263,2,3.0303030303030294,0.15151515151515146,1,1,-0.15592515592515588
0.5,none,0.16,5.0,99,no,5,-0.30559139254791434,50.0,-0.006111827850958287,1,0,4,2,-3.1185031185031176,-0.15592515592515588,1,-0.21739130434782628,-0.02173913043478263,2,3.0303030303030294,0.15151515151515146,1,1,-0.15592515592515588
0.75,none,0.16,5.0,8,no,5,-0.30559139254791434,50.0,-0.006111827850958287,1,0,4,2,-3.1185031185031176,-0.15592515592515588,1,-0.21739130434782628,-0.02173913043478263,2,3.0303030303030294,0.15151515151515146,1,1,-0.15592515592515588
0.75,none,0.16,5.0,9,no,5,-0.30559139254791434,50.0,-0.006111827850958287,1,0,4,2,-3.1185031185031176,-0.15592515592515588,1,-0.21739130434782628,-0.02173913043478263,2,3.0303030303030294,0.15151515151515146,1,1,-0.15592515592515588
0.75,none,0.16,5.0,99,no,5,-0.30559139254791434,50.0,-0.006111827850958287,1,0,4,2,-3.1185031185031176,-0.15592515592515588,1,-0.21739130434782628,-0.02173913043478263,2,3.0303030303030294,0.15151515151515146,1,1,-0.15592515592515588
0.5,none,0.04,10.0,9,yes,35,-2.1986516228511137,350.0,-0.00628186177957461,11,4,20,14,5.2931639798709025,0.037808314141935015,11,-9.462641877896116,-0.08602401707178288,10,1.9708262751741015,0.019708262751741014,10,2,-0.08602401707178288
0.5,none,0.08,10.0,9,yes,35,-2.1986516228511137,350.0,-0.00628186177957461,11,4,20,14,5.2931639798709025,0.037808314141935015,11,-9.462641877896116,-0.08602401707178288,10,1.9708262751741015,0.019708262751741014,10,2,-0.08602401707178288
1.0,next_pitch,0.2,7.0,9,no,21,-1.3381952349647759,210.0,-0.006372358261737028,0,1,5,5,1.7085863607602716,0.03417172721520543,9,-2.39620688308137,-0.026624520923126335,7,-0.650574712643677,-0.009293924466338243,5,1,-0.026624520923126335
1.0,next_pitch,0.2,7.0,99,no,21,-1.3381952349647759,210.0,-0.006372358261737028,0,1,5,5,1.7085863607602716,0.03417172721520543,9,-2.39620688308137,-0.026624520923126335,7,-0.650574712643677,-0.009293924466338243,5,1,-0.026624520923126335
0.5,none,0.04,10.0,99,no,55,-3.526387474539507,550.0,-0.006411613590071831,17,5,30,22,-4.136766369502943,-0.018803483497740647,12,-10.533362470579933,-0.08777802058816611,21,11.143741365543368,0.05306543507401604,12,1,-0.08777802058816611
1.0,next_pitch,0.08,10.0,8,yes,30,-1.9265771359498296,300.0,-0.006421923786499432,3,0,12,12,0.9622188506722428,0.00801849042226869,7,-2.7291874791874786,-0.038988392559821124,11,-0.15960850743459407,-0.0014509864312235825,7,1,-0.038988392559821124
0.75,none,0.04,5.0,6,both,17,-1.101758224307968,170.0,-0.006480930731223341,5,1,11,7,-2.1839007194939395,-0.031198581707056278,4,-1.7466953336518558,-0.0436673833412964,6,2.8288378288378264,0.04714729714729711,4,1,-0.0436673833412964
0.25,next_pitch,0.3,10.0,8,yes,5,-0.32478632478632474,50.0,-0.006495726495726495,1,0,3,2,0.4444444444444451,0.022222222222222254,1,-0.7692307692307698,-0.07692307692307698,2,0.0,0.0,1,1,-0.07692307692307698
0.5,next_pitch,0.12,10.0,8,yes,16,-1.0539781921815314,160.0,-0.006587363701134571,3,0,5,7,-0.46280125317850557,-0.006611446473978651,4,-0.8125208125208131,-0.020313020313020326,5,0.22134387351778706,0.004426877470355741,4,1,-0.020313020313020326
0.5,next_pitch,0.04,7.0,9,no,30,-1.982628422876225,300.0,-0.006608761409587416,2,0,10,10,0.7898984420723534,0.007898984420723534,8,-2.028712059064808,-0.025358900738310097,12,-0.7438148058837706,-0.006198456715698088,8,1,-0.025358900738310097
0.75,next_pitch,0.08,5.0,6,yes,7,-0.47636478791139747,70.0,-0.006805211255877107,2,0,2,5,0.4760161644695545,0.00952032328939109,1,-0.9523809523809519,-0.09523809523809519,1,0.0,0.0,1,1,-0.09523809523809519
0.75,none,0.04,7.0,6,no,20,-1.387738797402582,200.0,-0.006938693987012911,3,2,15,3,-2.8531468531468533,-0.09510489510489512,7,-0.5180498656446844,-0.007400712366352633,10,1.9834579213889556,0.019834579213889557,3,1,-0.09510489510489512
0.75,none,0.08,7.0,6,no,20,-1.387738797402582,200.0,-0.006938693987012911,3,2,15,3,-2.8531468531468533,-0.09510489510489512,7,-0.5180498656446844,-0.007400712366352633,10,1.9834579213889556,0.019834579213889557,3,1,-0.09510489510489512
0.75,none,0.08,10.0,8,yes,27,-1.9100024189476728,270.0,-0.0070740830331395286,6,3,18,12,4.459830646537567,0.037165255387813054,6,-1.7930402930402929,-0.029884004884004882,9,-4.5767927724449455,-0.05085325302716606,6,1,-0.05085325302716606
0.75,next_plate_appearance,0.08,5.0,6,both,15,-1.0839270335257507,150.0,-0.007226180223505005,4,3,1,7,-2.0757276425708637,-0.029653252036726623,3,-1.6873706004140787,-0.05624568668046929,5,2.6791712094591924,0.05358342418918385,3,1,-0.05624568668046929
1.0,none,0.04,7.0,6,both,36,-2.6061116926302295,360.0,-0.007239199146195082,3,5,28,12,-2.5508737277284803,-0.021257281064404002,9,-1.5711634187582386,-0.017457371319535984,15,1.515925453856488,0.010106169692376587,9,1,-0.021257281064404002
1.0,none,0.08,7.0,9,yes,24,-1.7376405386037748,240.0,-0.007240168910849062,4,4,16,8,6.260709150922384,0.0782588643865298,8,-8.094988344988344,-0.1011873543123543,8,0.09663865546218697,0.0012079831932773372,8,2,-0.1011873543123543
1.0,none,0.08,7.0,99,yes,24,-1.7376405386037748,240.0,-0.007240168910849062,4,4,16,8,6.260709150922384,0.0782588643865298,8,-8.094988344988344,-0.1011873543123543,8,0.09663865546218697,0.0012079831932773372,8,2,-0.1011873543123543
1.0,next_plate_appearance,0.04,10.0,6,both,60,-4.383809285139158,600.0,-0.007306348808565263,11,16,2,22,-4.987891522183997,-0.02267223419174544,15,-2.0246586728024263,-0.013497724485349508,23,2.6287409098472647,0.01142930830368376,15,1,-0.02267223419174544
1.0,next_pitch,0.04,10.0,6,yes,26,-1.9084672837710097,260.0,-0.007340258783734652,3,0,10,12,0.606958466948859,0.005057987224573826,6,-2.392049127343244,-0.03986748545572073,8,-0.12337662337662467,-0.0015422077922078083,6,1,-0.03986748545572073
0.75,none,0.12,10.0,8,both,53,-3.918310900763946,530.0,-0.007393039435403672,10,7,35,20,3.1808760769716637,0.015904380384858318,13,-10.19780533476186,-0.07844465642124508,20,3.0986183570262487,0.015493091785131244,13,2,-0.07844465642124508
0.25,next_plate_appearance,0.2,7.0,8,no,10,-0.7415290023985699,100.0,-0.007415290023985699,3,0,0,3,-3.701733049559139,-0.1233911016519713,3,0.47380156075808166,0.01579338535860272,4,2.4864024864024867,0.06216006216006217,3,2,-0.1233911016519713
0.5,none,0.12,10.0,8,both,50,-3.7112874407044316,500.0,-0.007422574881408863,14,5,30,20,3.376954508344213,0.016884772541721063,11,-9.710768297724824,-0.0882797117974984,19,2.6225263486761765,0.013802770256190403,11,2,-0.0882797117974984
0.5,next_plate_appearance,0.04,10.0,8,both,69,-5.163943956758905,690.0,-0.007483976748925949,25,13,2,27,-7.0314410098712825,-0.02604237411063438,15,-2.003300926982705,-0.013355339513218035,27,3.8707979800950807,0.014336288815166966,15,1,-0.02604237411063438
0.75,next_plate_appearance,0.04,10.0,8,no,54,-4.050770985170157,540.0,-0.007501427750315106,13,10,2,18,-6.76936688354044,-0.03760759379744689,13,1.5538771704392964,0.01195290131107151,23,1.1647187279309863,0.005063994469265158,13,2,-0.03760759379744689
0.5,none,0.3,10.0,99,both,28,-2.1074996167755953,280.0,-0.007526784345627126,7,2,17,10,14.568373956960912,0.14568373956960912,10,-21.56531456752533,-0.21565314567525332,8,4.8894409937888215,0.06111801242236027,8,2,-0.21565314567525332
0.25,next_pitch,0.04,7.0,9,no,17,-1.2900176115926758,170.0,-0.007588338891721623,2,0,3,6,1.4591061112800217,0.02431843518800036,6,-1.8400328137817885,-0.03066721356302981,5,-0.9090909090909086,-0.018181818181818174,5,1,-0.03066721356302981
0.25,next_pitch,0.04,7.0,99,no,17,-1.2900176115926758,170.0,-0.007588338891721623,2,0,3,6,1.4591061112800217,0.02431843518800036,6,-1.8400328137817885,-0.03066721356302981,5,-0.9090909090909086,-0.018181818181818174,5,1,-0.03066721356302981
0.25,next_pitch,0.08,7.0,9,no,17,-1.2900176115926758,170.0,-0.007588338891721623,2,0,3,6,1.4591061112800217,0.02431843518800036,6,-1.8400328137817885,-0.03066721356302981,5,-0.9090909090909086,-0.018181818181818174,5,1,-0.03066721356302981
0.25,next_pitch,0.08,7.0,99,no,17,-1.2900176115926758,170.0,-0.007588338891721623,2,0,3,6,1.4591061112800217,0.02431843518800036,6,-1.8400328137817885,-0.03066721356302981,5,-0.9090909090909086,-0.018181818181818174,5,1,-0.03066721356302981
0.25,next_pitch,0.12,7.0,9,no,17,-1.2900176115926758,170.0,-0.007588338891721623,2,0,3,6,1.4591061112800217,0.02431843518800036,6,-1.8400328137817885,-0.03066721356302981,5,-0.9090909090909086,-0.018181818181818174,5,1,-0.03066721356302981
0.25,next_pitch,0.12,7.0,99,no,17,-1.2900176115926758,170.0,-0.007588338891721623,2,0,3,6,1.4591061112800217,0.02431843518800036,6,-1.8400328137817885,-0.03066721356302981,5,-0.9090909090909086,-0.018181818181818174,5,1,-0.03066721356302981
0.75,next_pitch,0.2,7.0,9,no,19,-1.446890887138689,190.0,-0.007615215195466784,0,1,3,5,1.7085863607602716,0.03417172721520543,8,-2.504902535255283,-0.03131128169069104,6,-0.650574712643677,-0.010842911877394616,5,1,-0.03131128169069104
0.75,next_pitch,0.2,7.0,99,no,19,-1.446890887138689,190.0,-0.007615215195466784,0,1,3,5,1.7085863607602716,0.03417172721520543,8,-2.504902535255283,-0.03131128169069104,6,-0.650574712643677,-0.010842911877394616,5,1,-0.03131128169069104
0.5,none,0.2,5.0,8,no,4,-0.30559139254791434,40.0,-0.007639784813697858,1,0,3,2,-3.1185031185031176,-0.15592515592515588,1,-0.21739130434782628,-0.02173913043478263,1,3.0303030303030294,0.3030303030303029,1,1,-0.15592515592515588
0.5,none,0.2,5.0,9,no,4,-0.30559139254791434,40.0,-0.007639784813697858,1,0,3,2,-3.1185031185031176,-0.15592515592515588,1,-0.21739130434782628,-0.02173913043478263,1,3.0303030303030294,0.3030303030303029,1,1,-0.15592515592515588
0.5,none,0.2,5.0,99,no,4,-0.30559139254791434,40.0,-0.007639784813697858,1,0,3,2,-3.1185031185031176,-0.15592515592515588,1,-0.21739130434782628,-0.02173913043478263,1,3.0303030303030294,0.3030303030303029,1,1,-0.15592515592515588
0.75,none,0.2,5.0,8,no,4,-0.30559139254791434,40.0,-0.007639784813697858,1,0,3,2,-3.1185031185031176,-0.15592515592515588,1,-0.21739130434782628,-0.02173913043478263,1,3.0303030303030294,0.3030303030303029,1,1,-0.15592515592515588
0.75,none,0.2,5.0,9,no,4,-0.30559139254791434,40.0,-0.007639784813697858,1,0,3,2,-3.1185031185031176,-0.15592515592515588,1,-0.21739130434782628,-0.02173913043478263,1,3.0303030303030294,0.3030303030303029,1,1,-0.15592515592515588
0.75,none,0.2,5.0,99,no,4,-0.30559139254791434,40.0,-0.007639784813697858,1,0,3,2,-3.1185031185031176,-0.15592515592515588,1,-0.21739130434782628,-0.02173913043478263,1,3.0303030303030294,0.3030303030303029,1,1,-0.15592515592515588
0.5,next_plate_appearance,0.2,7.0,8,both,18,-1.3780264682619967,180.0,-0.007655702601455538,4,3,0,7,-4.91076143278107,-0.07015373475401528,5,-3.354037267080746,-0.06708074534161491,6,6.886772231599819,0.11477953719333031,5,1,-0.07015373475401528
0.5,none,0.2,7.0,6,no,9,-0.6908098398353271,90.0,-0.00767566488705919,1,0,8,2,-2.8531468531468533,-0.14265734265734267,3,-0.21739130434782628,-0.007246376811594209,4,2.3797283176593527,0.059493207941483814,2,1,-0.14265734265734267
0.5,next_pitch,0.08,7.0,9,no,29,-2.285658725906528,290.0,-0.007881581813470786,1,0,10,10,0.7898984420723534,0.007898984420723534,8,-2.028712059064808,-0.025358900738310097,11,-1.0468451089140738,-0.009516773717400671,8,1,-0.025358900738310097
0.5,next_pitch,0.08,7.0,99,no,29,-2.285658725906528,290.0,-0.007881581813470786,1,0,10,10,0.7898984420723534,0.007898984420723534,8,-2.028712059064808,-0.025358900738310097,11,-1.0468451089140738,-0.009516773717400671,8,1,-0.025358900738310097
1.0,none,0.12,10.0,99,no,49,-3.8845164350035164,490.0,-0.007927584561231667,9,7,30,18,-8.8978386305752,-0.049432436836528884,15,-9.895529328630232,-0.06597019552420155,16,14.908851524201914,0.09318032202626196,15,1,-0.06597019552420155
1.0,none,0.04,7.0,6,yes,16,-1.2713658792551168,160.0,-0.00794603674534448,2,4,10,8,2.5436524357631987,0.03179565544703998,3,-1.5293040293040292,-0.050976800976800976,5,-2.2857142857142856,-0.045714285714285714,3,1,-0.050976800976800976
1.0,none,0.08,10.0,8,yes,30,-2.4105499106716355,300.0,-0.008035166368905451,6,6,18,12,4.5931639798709005,0.03827636649892417,7,-1.4521312021312016,-0.020744731459017167,11,-5.551582688411331,-0.0504689335310121,7,1,-0.0504689335310121
0.5,next_plate_appearance,0.08,10.0,8,both,68,-5.4669742597892075,680.0,-0.008039668029101776,24,13,2,27,-7.0314410098712825,-0.02604237411063438,15,-2.003300926982705,-0.013355339513218035,26,3.5677676770647753,0.013722183373326058,15,1,-0.02604237411063438
0.5,none,0.12,7.0,8,no,19,-1.5292548521933822,190.0,-0.008048709748386222,3,1,15,7,-5.432073605986649,-0.07760105151409499,3,-0.21739130434782628,-0.007246376811594209,9,4.120210058141093,0.04578011175712326,3,1,-0.07760105151409499
0.25,next_pitch,0.2,10.0,8,yes,8,-0.6473669699476141,80.0,-0.008092087124345176,2,0,4,4,-0.35432667690732084,-0.008858166922683021,2,-0.2930402930402932,-0.01465201465201466,2,0.0,0.0,2,0,-0.01465201465201466
1.0,next_plate_appearance,0.12,7.0,8,both,33,-2.685150152155367,330.0,-0.008136818642895052,4,9,0,11,-7.512325969938826,-0.06829387245398932,10,-4.380344293387771,-0.04380344293387771,12,9.20752011117123,0.07672933425976024,10,1,-0.06829387245398932
0.75,next_pitch,0.04,7.0,9,no,34,-2.801721610390464,340.0,-0.008240357677619011,1,1,11,10,0.7898984420723534,0.007898984420723534,11,-2.2417446405184407,-0.020379496731985823,13,-1.349875411944377,-0.010383657014956747,10,1,-0.020379496731985823
1.0,next_plate_appearance,0.08,7.0,8,both,46,-3.7944905779741602,460.0,-0.008248892560813391,6,12,1,15,-7.0480275368903955,-0.04698685024593597,12,-3.954812378494154,-0.03295676982078462,19,7.208349337410391,0.03793868072321258,12,1,-0.04698685024593597
1.0,none,0.08,5.0,8,yes,11,-0.9085019352716242,110.0,-0.00825910850246931,3,2,6,6,-0.29843063402385317,-0.004973843900397553,2,-0.6114718614718606,-0.03057359307359303,3,0.0014005602240896309,4.6685340802987696e-05,2,1,-0.03057359307359303
1.0,none,0.04,5.0,8,both,26,-2.1486587623849744,260.0,-0.008264072163019132,4,5,17,11,-4.750267085860303,-0.04318424623509366,6,-2.046811883768406,-0.0341135313961401,9,4.648420207243735,0.051649113413819274,6,1,-0.04318424623509366
1.0,next_pitch,0.08,7.0,9,no,35,-2.9095638063333467,350.0,-0.008313039446666705,0,1,13,10,0.7898984420723534,0.007898984420723534,12,-2.652617139491627,-0.02210514282909689,13,-1.0468451089140738,-0.008052654683954413,10,1,-0.02210514282909689
1.0,next_pitch,0.08,7.0,99,no,35,-2.9095638063333467,350.0,-0.008313039446666705,0,1,13,10,0.7898984420723534,0.007898984420723534,12,-2.652617139491627,-0.02210514282909689,13,-1.0468451089140738,-0.008052654683954413,10,1,-0.02210514282909689
0.5,next_plate_appearance,0.12,10.0,8,both,50,-4.22696241315977,500.0,-0.00845392482631954,16,11,1,20,-5.789137912729474,-0.028945689563647372,11,-3.428832841876324,-0.03117120765342113,19,4.991008341446027,0.02626846495497909,11,1,-0.03117120765342113
1.0,none,0.04,7.0,99,no,40,-3.3991048346336656,400.0,-0.008497762086584164,4,6,30,12,-2.390897633776193,-0.019924146948134942,14,-3.8347109652922713,-0.02739079260923051,14,2.8265037644347997,0.020189312603105712,12,1,-0.02739079260923051
0.75,none,0.04,7.0,8,yes,17,-1.4591774141254747,170.0,-0.008583396553679264,3,2,12,8,2.1488811939331347,0.026861014924164185,4,-2.2985347985347993,-0.05746336996336998,5,-1.3095238095238104,-0.02619047619047621,4,1,-0.05746336996336998
1.0,none,0.04,7.0,6,no,21,-1.8109362895655907,210.0,-0.008623506140788528,1,2,18,4,-5.094526163491681,-0.127363154087292,7,-0.5180498656446844,-0.007400712366352633,10,3.801639739570774,0.038016397395707745,4,1,-0.127363154087292
0.75,next_pitch,0.08,7.0,9,no,32,-2.761849202097003,320.0,-0.008630778756553135,1,1,11,10,0.7898984420723534,0.007898984420723534,10,-2.504902535255283,-0.025049025352552833,12,-1.0468451089140738,-0.008723709240950615,10,1,-0.025049025352552833
0.75,next_pitch,0.08,7.0,99,no,32,-2.761849202097003,320.0,-0.008630778756553135,1,1,11,10,0.7898984420723534,0.007898984420723534,10,-2.504902535255283,-0.025049025352552833,12,-1.0468451089140738,-0.008723709240950615,10,1,-0.025049025352552833
0.5,next_pitch,0.04,10.0,99,both,93,-8.096171939250457,930.0,-0.008705561225000491,13,3,28,37,-3.9559837973417884,-0.010691848100923752,24,-15.608873672127716,-0.06503697363386549,32,11.46868553021905,0.03583964228193453,24,1,-0.06503697363386549
1.0,next_plate_appearance,0.08,10.0,8,both,84,-7.325135569734178,840.0,-0.008720399487778783,15,25,2,32,-12.428673901503654,-0.038839605942198915,21,-0.9956751291130013,-0.0047413101386333395,31,6.099213460882477,0.019674882131878957,21,1,-0.038839605942198915
1.0,next_plate_appearance,0.12,10.0,6,yes,10,-0.8811859909727582,100.0,-0.008811859909727581,2,4,1,5,-0.0673331771199448,-0.0013466635423988959,2,-1.9047619047619038,-0.09523809523809519,3,1.0909090909090904,0.03636363636363635,2,1,-0.09523809523809519
0.75,none,0.12,7.0,9,yes,14,-1.2635480733348379,140.0,-0.009025343380963127,2,1,11,5,5.386635076848311,0.10773270153696622,7,-8.435897435897436,-0.12051282051282051,2,1.7857142857142874,0.08928571428571437,2,2,-0.12051282051282051
0.75,none,0.12,7.0,99,yes,14,-1.2635480733348379,140.0,-0.009025343380963127,2,1,11,5,5.386635076848311,0.10773270153696622,7,-8.435897435897436,-0.12051282051282051,2,1.7857142857142874,0.08928571428571437,2,2,-0.12051282051282051
0.75,none,0.16,7.0,9,yes,14,-1.2635480733348379,140.0,-0.009025343380963127,2,1,11,5,5.386635076848311,0.10773270153696622,7,-8.435897435897436,-0.12051282051282051,2,1.7857142857142874,0.08928571428571437,2,2,-0.12051282051282051
0.75,none,0.16,7.0,99,yes,14,-1.2635480733348379,140.0,-0.009025343380963127,2,1,11,5,5.386635076848311,0.10773270153696622,7,-8.435897435897436,-0.12051282051282051,2,1.7857142857142874,0.08928571428571437,2,2,-0.12051282051282051
1.0,next_pitch,0.16,10.0,6,yes,8,-0.7262933166705696,80.0,-0.00907866645838212,1,0,3,5,0.22608763571038243,0.004521752714207648,2,-0.9523809523809519,-0.047619047619047596,1,0.0,0.0,1,1,-0.047619047619047596
1.0,next_pitch,0.04,7.0,9,no,38,-3.4666775939371512,380.0,-0.00912283577351882,0,1,13,11,0.27265706276200996,0.002478700570563727,13,-2.3894592447547844,-0.018380455728882958,14,-1.349875411944377,-0.009641967228174122,11,1,-0.018380455728882958
1.0,none,0.08,10.0,99,no,65,-5.996255024316703,650.0,-0.009225007729718005,10,10,42,25,-11.386024885697754,-0.04554409954279102,19,-9.469997413736614,-0.04984209165124534,21,14.859767275117665,0.07076079654817936,19,1,-0.04984209165124534
1.0,next_pitch,0.16,7.0,9,no,24,-2.247286144055684,240.0,-0.009363692266898684,0,1,7,6,1.7085863607602716,0.028476439346004526,9,-2.39620688308137,-0.026624520923126335,9,-1.5596656217345857,-0.017329618019273175,6,1,-0.026624520923126335
1.0,next_pitch,0.16,7.0,99,no,24,-2.247286144055684,240.0,-0.009363692266898684,0,1,7,6,1.7085863607602716,0.028476439346004526,9,-2.39620688308137,-0.026624520923126335,9,-1.5596656217345857,-0.017329618019273175,6,1,-0.026624520923126335
0.5,next_plate_appearance,0.3,10.0,8,both,16,-1.5032844756570454,160.0,-0.009395527972856534,4,2,1,7,1.3028152217470002,0.018611646024957147,3,-1.7056856187290985,-0.05685618729096995,6,-1.1004140786749461,-0.018340234644582436,3,1,-0.05685618729096995
0.75,next_plate_appearance,0.3,10.0,8,both,16,-1.5032844756570454,160.0,-0.009395527972856534,3,2,1,7,1.3028152217470002,0.018611646024957147,3,-1.7056856187290985,-0.05685618729096995,6,-1.1004140786749461,-0.018340234644582436,3,1,-0.05685618729096995
0.5,next_pitch,0.16,7.0,9,no,20,-1.879791320039122,200.0,-0.00939895660019561,0,0,5,6,1.7085863607602716,0.028476439346004526,6,-2.028712059064808,-0.03381186765108013,8,-1.5596656217345857,-0.01949582027168232,6,1,-0.03381186765108013
0.5,next_pitch,0.16,7.0,99,no,20,-1.879791320039122,200.0,-0.00939895660019561,0,0,5,6,1.7085863607602716,0.028476439346004526,6,-2.028712059064808,-0.03381186765108013,8,-1.5596656217345857,-0.01949582027168232,6,1,-0.03381186765108013
0.5,next_pitch,0.12,7.0,6,yes,5,-0.4743452647225187,50.0,-0.009486905294450374,2,0,0,3,-0.4310552214324753,-0.01436850738108251,2,-0.04329004329004327,-0.002164502164502163,0,0.0,0.0,0,0,-0.01436850738108251
0.5,next_pitch,0.16,7.0,6,yes,5,-0.4743452647225187,50.0,-0.009486905294450374,2,0,0,3,-0.4310552214324753,-0.01436850738108251,2,-0.04329004329004327,-0.002164502164502163,0,0.0,0.0,0,0,-0.01436850738108251
0.75,next_pitch,0.04,10.0,99,both,113,-10.812079725956448,1130.0,-0.009568212146864112,8,4,39,42,-3.477390471125618,-0.00827950112172766,32,-17.353158334833427,-0.05422861979635446,39,10.0184690800026,0.02568838225641692,32,1,-0.05422861979635446
0.75,none,0.08,10.0,9,both,93,-8.95179476322885,930.0,-0.009625585766912742,20,10,60,35,13.243617276247004,0.03783890650356287,26,-20.483041385513086,-0.07878092840581956,32,-1.7123706539627621,-0.005351158293633631,26,1,-0.07878092840581956
0.75,next_plate_appearance,0.04,5.0,9,no,12,-1.1604648366662111,120.0,-0.00967054030555176,3,2,1,5,-4.3946638946638945,-0.08789327789327789,3,0.7437070938215097,0.02479023646071699,4,2.490491964176173,0.062262299104404326,3,2,-0.08789327789327789
0.5,next_plate_appearance,0.16,10.0,99,both,56,-5.509978780677712,560.0,-0.009839247822638772,18,11,2,20,9.288272901094384,0.04644136450547192,18,-31.79358902754712,-0.17663105015303956,18,16.99533734577503,0.09441854080986128,18,2,-0.17663105015303956
0.5,none,0.2,10.0,9,yes,18,-1.7787075638075203,180.0,-0.009881708687819558,5,1,12,6,6.927393753200207,0.11545656255333678,7,-10.300304215558452,-0.14714720307940646,5,1.594202898550726,0.03188405797101452,5,2,-0.14714720307940646
1.0,next_pitch,0.04,5.0,9,no,15,-1.4849463968457117,150.0,-0.009899642645638078,0,0,7,5,-1.8958188958188964,-0.037916377916377926,5,-0.10194801384732743,-0.002038960276946549,5,0.5128205128205118,0.010256410256410236,5,1,-0.037916377916377926
1.0,none,0.08,5.0,6,yes,7,-0.6952560308492506,70.0,-0.009932229012132152,2,1,4,5,0.2571249215317013,0.005142498430634026,1,-0.9523809523809519,-0.09523809523809519,1,0.0,0.0,1,1,-0.09523809523809519
1.0,none,0.04,7.0,99,both,68,-6.89104262563716,680.0,-0.010133886214172294,8,10,50,22,2.9305325797647854,0.01332060263529448,22,-12.030431911013215,-0.05468378141369643,24,2.2088567056112716,0.00920356960671363,22,2,-0.05468378141369643
0.75,next_pitch,0.08,5.0,8,yes,9,-0.9128727244193328,90.0,-0.010143030271325919,2,0,4,6,-0.07953939108599994,-0.001325656518099999,1,-0.9523809523809519,-0.09523809523809519,2,0.11904761904761915,0.005952380952380957,1,1,-0.09523809523809519
0.75,next_plate_appearance,0.12,10.0,6,yes,10,-1.0145193243060917,100.0,-0.010145193243060917,3,3,1,5,-0.20066651045327832,-0.004013330209065567,2,-1.9047619047619038,-0.09523809523809519,3,1.0909090909090904,0.03636363636363635,2,1,-0.09523809523809519
1.0,next_pitch,0.08,5.0,8,yes,11,-1.1204484819950904,110.0,-0.010185895290864458,2,0,4,6,0.05379394224733358,0.0008965657041222263,2,-1.2932900432900432,-0.06466450216450216,3,0.11904761904761915,0.0039682539682539715,2,2,-0.06466450216450216
0.25,none,0.2,7.0,8,no,10,-1.0189182797878449,100.0,-0.010189182797878449,3,0,7,3,-3.2879294618425057,-0.10959764872808352,3,-0.21739130434782628,-0.007246376811594209,4,2.4864024864024867,0.06216006216006217,3,1,-0.10959764872808352
1.0,next_pitch,0.04,10.0,99,both,127,-12.987818077518,1270.0,-0.010226628407494488,6,4,44,47,-5.249939301211205,-0.011170083619598307,37,-18.184919284880824,-0.0491484304996779,43,10.447040508574029,0.024295443043195416,37,1,-0.0491484304996779
0.5,none,0.04,5.0,8,no,11,-1.126104213060736,110.0,-0.010237311027824872,2,1,8,5,-4.451836451836451,-0.08903672903672902,2,-0.21739130434782628,-0.010869565217391314,4,3.5431235431235413,0.08857808857808853,2,1,-0.08903672903672902
0.5,none,0.04,5.0,9,no,11,-1.126104213060736,110.0,-0.010237311027824872,2,1,8,5,-4.451836451836451,-0.08903672903672902,2,-0.21739130434782628,-0.010869565217391314,4,3.5431235431235413,0.08857808857808853,2,1,-0.08903672903672902
0.5,none,0.04,5.0,99,no,11,-1.126104213060736,110.0,-0.010237311027824872,2,1,8,5,-4.451836451836451,-0.08903672903672902,2,-0.21739130434782628,-0.010869565217391314,4,3.5431235431235413,0.08857808857808853,2,1,-0.08903672903672902
0.5,none,0.08,5.0,8,no,11,-1.126104213060736,110.0,-0.010237311027824872,2,1,8,5,-4.451836451836451,-0.08903672903672902,2,-0.21739130434782628,-0.010869565217391314,4,3.5431235431235413,0.08857808857808853,2,1,-0.08903672903672902
0.5,none,0.08,5.0,9,no,11,-1.126104213060736,110.0,-0.010237311027824872,2,1,8,5,-4.451836451836451,-0.08903672903672902,2,-0.21739130434782628,-0.010869565217391314,4,3.5431235431235413,0.08857808857808853,2,1,-0.08903672903672902
0.5,none,0.08,5.0,99,no,11,-1.126104213060736,110.0,-0.010237311027824872,2,1,8,5,-4.451836451836451,-0.08903672903672902,2,-0.21739130434782628,-0.010869565217391314,4,3.5431235431235413,0.08857808857808853,2,1,-0.08903672903672902
0.75,none,0.04,5.0,8,no,11,-1.126104213060736,110.0,-0.010237311027824872,2,1,8,5,-4.451836451836451,-0.08903672903672902,2,-0.21739130434782628,-0.010869565217391314,4,3.5431235431235413,0.08857808857808853,2,1,-0.08903672903672902
